emp_no,first_name,last_name,gender,hire_date,salary,title,from_date,to_date
229480,Franziska,Passafiume,F,1987-11-24,40000,Engineer,1994-10-12,9999-01-01
274090,Franziska,Peng,F,1988-08-17,47080,Senior Staff,2002-03-19,9999-01-01
454110,Franziska,Ramalingam,M,1987-09-22,40000,Senior Engineer,1996-09-21,9999-01-01
41422,Franziska,Ramamoorthy,M,1986-10-06,40000,Senior Engineer,1991-10-06,9999-01-01
402067,Franziska,Serna,F,1986-07-11,40000,Senior Staff,1997-11-05,9999-01-01
472736,Franziska,Silva,M,1988-12-19,40000,Senior Engineer,1994-12-19,9999-01-01
22429,Franziska,Terekhov,F,1985-10-17,41561,Senior Engineer,1990-10-17,9999-01-01
429130,Franziska,Zlotek,M,1986-05-04,46609,Engineer,1999-12-29,9999-01-01
40631,Frazer,Alameldin,M,1988-07-17,40000,Senior Staff,1995-07-18,9999-01-01
415282,Frazer,Alpay,F,1988-08-08,40000,Senior Engineer,1988-08-08,9999-01-01
276299,Frazer,Bierman,F,1987-04-29,40000,Senior Engineer,1992-04-28,9999-01-01
100319,Frazer,Billingsley,F,1988-07-10,55250,Senior Engineer,1988-07-10,9999-01-01
450048,Frazer,Bondorf,M,1987-07-19,40000,Staff,1998-11-25,9999-01-01
71041,Frazer,Borovoy,M,1988-11-24,47442,Senior Engineer,1997-11-24,9999-01-01
202921,Frazer,Brookner,M,1985-04-20,40000,Senior Engineer,1990-04-20,9999-01-01
458700,Frazer,Cannard,M,1985-02-19,49677,Senior Engineer,1990-02-19,9999-01-01
283698,Frazer,Delgrossi,F,1988-12-11,81535,Senior Staff,1997-12-11,9999-01-01
217970,Frazer,Escriba,F,1985-12-02,72123,Senior Staff,1993-12-02,9999-01-01
280595,Frazer,Kitsuregawa,M,1988-04-04,40000,Senior Engineer,1997-04-03,9999-01-01
235826,Frazer,Kolinko,F,1986-12-10,67284,Technique Leader,1986-12-10,9999-01-01
419387,Frazer,Lichtman,F,1986-07-31,57855,Engineer,1998-01-24,9999-01-01
425942,Frazer,Litvinov,M,1986-01-02,76453,Senior Staff,1989-06-04,9999-01-01
69287,Frazer,Luders,M,1985-07-23,40000,Technique Leader,1994-01-28,9999-01-01
244341,Frazer,Muchinsky,M,1988-03-05,58247,Senior Staff,1998-06-20,9999-01-01
94164,Frazer,Naumovich,F,1986-09-27,59615,Senior Staff,1994-09-27,9999-01-01
290910,Frazer,Pepe,F,1986-10-14,40000,Senior Staff,1992-10-13,9999-01-01
58300,Frazer,Picco,M,1987-08-13,40000,Senior Staff,1999-04-27,9999-01-01
294219,Frazer,Remmele,M,1985-12-01,82315,Technique Leader,1985-12-01,9999-01-01
24207,Frazer,Rodham,M,1987-07-24,40389,Engineer,2002-03-27,9999-01-01
278949,Frazer,Rosenbaum,F,1988-12-27,56680,Senior Staff,1988-12-27,9999-01-01
93164,Frazer,Ruemmler,M,1986-12-04,52877,Senior Staff,2002-03-01,9999-01-01
102336,Frazer,Schlenzig,M,1985-06-14,40000,Senior Engineer,1991-06-14,9999-01-01
280977,Frazer,Shokrollahi,F,1987-11-02,43557,Assistant Engineer,1996-12-19,9999-01-01
456657,Frederique,Akaboshi,M,1985-12-15,86823,Staff,1995-04-07,9999-01-01
466701,Frederique,Ashish,M,1987-03-13,66039,Staff,1998-08-06,9999-01-01
275565,Frederique,Bail,F,1987-04-27,40000,Senior Staff,1998-05-17,9999-01-01
296619,Frederique,Brickell,F,1985-05-06,52470,Senior Engineer,2002-01-11,9999-01-01
227701,Frederique,Brizzi,F,1986-12-03,40000,Technique Leader,1986-12-03,9999-01-01
211999,Frederique,Demian,F,1986-09-30,44153,Technique Leader,1986-09-30,9999-01-01
271186,Frederique,Engberts,F,1985-03-10,40000,Senior Engineer,1992-06-07,9999-01-01
82371,Frederique,Erev,M,1986-05-17,69470,Senior Staff,1986-05-17,9999-01-01
82276,Frederique,Genin,M,1988-01-07,40000,Senior Staff,1997-01-06,9999-01-01
81368,Frederique,Ghemri,F,1987-01-12,40818,Senior Engineer,2000-08-27,9999-01-01
48799,Frederique,Giarratana,F,1987-11-18,48572,Senior Engineer,1995-11-18,9999-01-01
420032,Frederique,Godskesen,F,1987-03-27,40000,Engineer,1999-02-01,9999-01-01
35476,Frederique,Heinisuo,F,1986-11-25,51888,Senior Staff,2000-04-07,9999-01-01
245886,Frederique,Herath,F,1987-02-14,49132,Assistant Engineer,1999-06-15,9999-01-01
499357,Frederique,Hitomi,M,1986-11-15,40000,Senior Engineer,1995-11-15,9999-01-01
17512,Frederique,Hofmeyr,F,1986-06-05,40000,Engineer,1998-01-05,9999-01-01
61788,Frederique,Matzke,M,1988-11-04,60196,Senior Staff,1998-05-08,9999-01-01
66828,Frederique,Narahara,M,1986-01-27,62909,Engineer,1995-09-20,9999-01-01
105234,Frederique,Navazio,M,1987-07-01,40000,Senior Engineer,2000-10-02,9999-01-01
90680,Frederique,Nyrup,M,1985-10-12,40000,Senior Engineer,1985-10-12,9999-01-01
299168,Frederique,Osgood,F,1985-09-30,77402,Senior Staff,1997-08-24,9999-01-01
401564,Frederique,Peha,M,1987-04-26,64703,Engineer,1999-04-12,9999-01-01
68233,Frederique,Penz,F,1985-07-27,40000,Senior Engineer,1999-07-28,9999-01-01
248437,Frederique,Porotnikoff,F,1987-01-20,71767,Senior Staff,1994-01-20,9999-01-01
212726,Frederique,Ramsey,M,1988-01-07,40855,Senior Engineer,1994-01-06,9999-01-01
77908,Frederique,Shimshoni,F,1986-08-03,40000,Senior Engineer,1995-03-08,9999-01-01
83125,Frederique,Staudhammer,M,1986-05-12,47582,Senior Engineer,1993-05-12,9999-01-01
449181,Frederique,Tagansky,M,1986-09-11,40000,Senior Engineer,1995-09-11,9999-01-01
77601,Frederique,Toyoshima,F,1986-05-03,47218,Senior Staff,1994-05-03,9999-01-01
43306,Frederique,Zweizig,F,1985-08-07,57336,Senior Engineer,1989-09-05,9999-01-01
238290,Freyja,Awdeh,F,1985-09-26,41309,Senior Staff,1994-09-26,9999-01-01
463806,Freyja,Borstler,M,1985-03-20,51940,Engineer,1999-02-24,9999-01-01
435165,Freyja,Coors,M,1985-04-14,53087,Senior Engineer,1989-04-09,9999-01-01
238769,Freyja,Ducloy,F,1986-01-24,40000,Staff,1997-03-23,9999-01-01
299634,Freyja,Frezza,F,1986-12-24,82909,Senior Staff,1986-12-24,9999-01-01
92835,Freyja,Godskesen,M,1986-03-20,56357,Senior Engineer,1993-03-20,9999-01-01
467697,Freyja,Hebert,F,1988-04-18,47441,Senior Engineer,2000-02-18,9999-01-01
259075,Freyja,Herbst,F,1986-10-06,52704,Engineer,1996-02-12,9999-01-01
67553,Freyja,Hutter,F,1987-07-02,66416,Senior Staff,1987-07-02,9999-01-01
231193,Freyja,Isaac,F,1987-09-15,40000,Senior Engineer,1990-04-03,9999-01-01
249548,Freyja,Jiafu,F,1986-03-23,63507,Engineer,1999-05-29,9999-01-01
471424,Freyja,Jiang,F,1985-08-22,40000,Senior Staff,1999-06-15,9999-01-01
238968,Freyja,Jonsson,M,1986-12-05,40000,Senior Staff,1986-12-05,9999-01-01
282446,Freyja,Kinley,M,1988-09-20,40000,Engineer,1999-01-14,9999-01-01
264383,Freyja,Krohn,F,1987-07-25,51371,Technique Leader,1996-11-07,9999-01-01
219479,Freyja,Llado,F,1986-03-26,48276,Senior Engineer,1997-08-17,9999-01-01
413916,Freyja,Luks,F,1987-06-10,59013,Senior Staff,1991-03-27,9999-01-01
274534,Freyja,McClurg,M,1985-08-19,40000,Senior Engineer,1991-08-19,9999-01-01
433271,Freyja,Naumovich,M,1987-07-01,49484,Senior Engineer,1997-09-15,9999-01-01
475403,Freyja,Otillio,M,1985-09-03,41946,Senior Engineer,2000-06-05,9999-01-01
459085,Freyja,Pearson,F,1988-12-15,57111,Senior Staff,1996-07-23,9999-01-01
51548,Freyja,Rahimi,M,1986-01-24,40000,Senior Engineer,1996-06-02,9999-01-01
51194,Freyja,Schach,M,1985-03-06,43263,Senior Engineer,1994-10-10,9999-01-01
107593,Freyja,Schwaller,M,1988-04-21,61143,Senior Engineer,1993-04-21,9999-01-01
57217,Freyja,Sommer,M,1986-02-19,42425,Engineer,1996-05-21,9999-01-01
417841,Freyja,Sridhar,M,1988-02-18,66174,Senior Staff,1998-02-24,9999-01-01
465443,Freyja,Straney,M,1988-08-22,48772,Senior Staff,1996-08-22,9999-01-01
261624,Freyja,Takanami,F,1985-07-06,40000,Senior Staff,1996-09-17,9999-01-01
456281,Freyja,Trystram,F,1986-08-21,54576,Senior Staff,1999-05-27,9999-01-01
286875,Freyja,Wielonsky,F,1988-09-13,76591,Staff,1995-03-14,9999-01-01
441839,Froduald,Christ,F,1986-02-15,87738,Senior Staff,1991-02-15,9999-01-01
202246,Froduald,Danecki,F,1986-12-10,40000,Senior Engineer,1991-12-10,9999-01-01
427554,Froduald,Francisci,M,1987-10-08,40000,Senior Staff,1993-10-07,9999-01-01
68940,Froduald,Garrabrants,F,1988-07-20,63903,Senior Staff,1997-07-20,9999-01-01
58646,Froduald,Goodrum,F,1988-06-29,43341,Senior Engineer,1994-06-29,9999-01-01
268022,Froduald,Gyorkos,M,1985-05-12,54255,Staff,1999-06-13,9999-01-01
258944,Froduald,Hatcliff,F,1987-08-09,47424,Senior Engineer,2001-08-09,9999-01-01
255546,Froduald,Kroll,F,1985-08-10,74324,Staff,1998-03-28,9999-01-01
83806,Froduald,Kumaresan,M,1986-12-27,58478,Senior Engineer,1999-08-23,9999-01-01
494022,Froduald,Langford,M,1987-08-19,48509,Senior Engineer,1993-08-18,9999-01-01
219478,Froduald,Malinowski,M,1986-11-22,56595,Senior Staff,1993-11-22,9999-01-01
426275,Froduald,Masada,M,1988-09-19,42446,Senior Engineer,1997-09-19,9999-01-01
56400,Froduald,Munke,M,1985-09-29,46357,Senior Engineer,1997-06-01,9999-01-01
57968,Froduald,Perng,M,1988-08-09,46898,Engineer,2001-08-22,9999-01-01
493557,Froduald,Renear,M,1985-07-21,87594,Senior Staff,1992-07-21,9999-01-01
209829,Froduald,Rosca,F,1987-08-20,72139,Staff,1997-12-27,9999-01-01
263582,Froduald,Ruther,M,1988-10-01,40000,Senior Engineer,1988-10-01,9999-01-01
23300,Froduald,Schauser,F,1987-09-19,60044,Senior Staff,1993-09-18,9999-01-01
106293,Froduald,Schicker,M,1987-11-18,66303,Senior Staff,1993-03-17,9999-01-01
25717,Froduald,Speek,M,1985-12-14,66977,Senior Staff,1998-11-03,9999-01-01
48129,Froduald,Standera,F,1987-04-01,40000,Senior Engineer,1992-03-31,9999-01-01
284990,Froduald,Theuretzbacher,M,1987-07-10,63447,Senior Staff,2000-03-14,9999-01-01
410124,Froduald,Veccia,F,1986-02-03,53239,Senior Engineer,1998-10-30,9999-01-01
261883,Froduald,Versino,M,1985-03-17,53780,Senior Engineer,1985-03-17,9999-01-01
238643,Fumiko,Anido,F,1985-07-23,40000,Senior Staff,1998-11-10,9999-01-01
286489,Fumiko,Arlazarov,F,1985-05-18,40000,Senior Engineer,1995-04-07,9999-01-01
430759,Fumiko,Buchter,M,1985-02-02,55232,Senior Staff,1990-02-02,9999-01-01
440804,Fumiko,Harllee,M,1986-03-25,69132,Senior Staff,1987-01-05,9999-01-01
279514,Fumiko,Heyers,F,1988-08-29,40000,Senior Engineer,1995-08-30,9999-01-01
495844,Fumiko,Impagliazzo,F,1985-03-02,69457,Senior Staff,1993-05-04,9999-01-01
428266,Fumiko,Junot,F,1988-10-02,40000,Senior Engineer,1997-03-16,9999-01-01
413441,Fumiko,Koshiba,F,1985-04-17,50256,Senior Staff,1995-01-18,9999-01-01
50639,Fumiko,Kruskal,M,1986-12-30,40000,Technique Leader,1986-12-30,9999-01-01
106331,Fumiko,Lorch,F,1986-12-02,40000,Senior Engineer,1997-10-17,9999-01-01
406768,Fumiko,Montresor,F,1986-01-14,41617,Senior Engineer,1995-09-14,9999-01-01
37117,Fumiko,Munoz,F,1987-06-12,40000,Assistant Engineer,1996-01-10,9999-01-01
36754,Fumiko,Negoita,M,1987-04-28,40000,Senior Engineer,1998-05-28,9999-01-01
241011,Fumiko,Scallan,F,1985-12-04,40000,Senior Engineer,1985-12-04,9999-01-01
480322,Fumiko,Showalter,F,1988-06-26,46006,Senior Engineer,2000-03-05,9999-01-01
102777,Fumiko,Stille,F,1988-12-17,41798,Senior Engineer,1994-12-17,9999-01-01
40904,Fumiko,Willoner,F,1986-07-27,40000,Technique Leader,1987-08-17,9999-01-01
108536,Fumino,Baba,F,1987-12-23,59777,Senior Staff,1992-12-22,9999-01-01
451002,Fumino,Bahk,M,1985-03-24,40442,Senior Engineer,1991-03-24,9999-01-01
20635,Fumino,Baja,F,1987-10-19,52035,Engineer,1999-08-16,9999-01-01
85739,Fumino,Benzaken,F,1985-09-15,58286,Senior Engineer,1985-09-15,9999-01-01
231401,Fumino,Biran,F,1986-02-10,40000,Senior Engineer,1996-01-18,9999-01-01
101086,Fumino,Breugel,F,1986-07-24,65639,Assistant Engineer,1996-09-28,9999-01-01
248537,Fumino,Cyne,M,1987-01-18,52564,Engineer,1995-08-28,9999-01-01
407636,Fumino,Dulay,F,1985-08-03,81861,Senior Staff,1998-07-15,9999-01-01
86448,Fumino,Garnier,M,1986-03-04,50368,Senior Engineer,1999-04-06,9999-01-01
423893,Fumino,Gerteisen,M,1988-07-12,40000,Senior Engineer,2000-07-11,9999-01-01
489467,Fumino,Hofman,F,1987-08-28,50856,Senior Engineer,1994-08-28,9999-01-01
403409,Fumino,Iivonen,M,1985-11-21,60909,Senior Engineer,1992-11-21,9999-01-01
206634,Fumino,Jiang,M,1985-07-23,58921,Senior Staff,1999-09-19,9999-01-01
54674,Fumino,Kaiserswerth,F,1986-06-03,76364,Senior Staff,1986-06-03,9999-01-01
89133,Fumino,Kermarrec,M,1988-07-28,40696,Technique Leader,1989-07-08,9999-01-01
440423,Fumino,Marquardt,F,1986-07-02,40000,Senior Engineer,1994-07-02,9999-01-01
292432,Fumino,Muhlberg,F,1986-01-18,43504,Senior Staff,1989-02-24,9999-01-01
79566,Fumino,Peron,F,1988-11-26,89076,Senior Staff,2000-08-13,9999-01-01
103566,Fumino,Pouyioutas,M,1988-04-14,41852,Senior Engineer,1993-04-14,9999-01-01
262663,Fumino,Riexinger,M,1985-02-19,42308,Senior Staff,2002-05-28,9999-01-01
64731,Fumino,Rosay,M,1986-03-20,40000,Senior Engineer,1999-03-20,9999-01-01
433481,Fumino,Rouquie,M,1987-01-26,40000,Engineer,1995-10-23,9999-01-01
411719,Fumino,Sambasivam,M,1985-08-08,45626,Senior Engineer,1994-08-08,9999-01-01
486207,Fumino,Valtorta,F,1988-10-26,65386,Staff,1995-09-04,9999-01-01
258581,Fumitaka,Ariola,M,1986-07-12,46215,Senior Engineer,1989-10-10,9999-01-01
421251,Fumitaka,Assaf,F,1987-06-29,75044,Senior Staff,1987-06-29,9999-01-01
100117,Fumitaka,Beerel,M,1987-10-25,40000,Senior Staff,1987-10-25,9999-01-01
295692,Fumitaka,Birnbaum,M,1988-07-25,54924,Senior Staff,1995-07-26,9999-01-01
224871,Fumitaka,Conry,F,1986-01-21,82685,Senior Staff,1995-03-01,9999-01-01
482289,Fumitaka,Cooman,F,1986-02-28,40000,Senior Staff,1993-02-28,9999-01-01
241623,Fumitaka,Knightly,M,1985-10-09,84031,Senior Staff,1990-10-09,9999-01-01
232750,Fumitaka,Majewski,M,1987-04-12,50390,Senior Staff,1987-04-12,9999-01-01
47952,Fumitaka,Motley,F,1986-12-09,71650,Staff,1997-02-05,9999-01-01
238538,Fumitaka,Pehl,M,1986-01-02,52769,Senior Engineer,1990-05-18,9999-01-01
266377,Fumitaka,Ranon,M,1987-09-08,40000,Senior Engineer,1989-03-26,9999-01-01
457360,Fumitaka,Rosar,F,1985-11-13,78049,Senior Staff,1994-04-16,9999-01-01
228427,Fumitaka,Rothenberg,F,1985-10-24,40000,Senior Engineer,2000-02-18,9999-01-01
491789,Fumitaka,Schnabel,M,1987-01-10,40000,Senior Engineer,2001-03-01,9999-01-01
465321,Fumitaka,Slobodova,M,1985-09-16,89646,Senior Staff,1985-09-16,9999-01-01
428537,Fumitaka,Vecchi,M,1987-10-28,40000,Senior Staff,2001-01-24,9999-01-01
438404,Fumitake,Auria,M,1988-09-18,40843,Senior Staff,2000-08-11,9999-01-01
13392,Fumitake,Beidas,F,1988-08-26,69221,Senior Staff,1993-08-26,9999-01-01
11681,Fumitake,Benzmuller,F,1987-01-21,40000,Senior Engineer,1995-08-28,9999-01-01
76477,Fumitake,Callaway,M,1986-04-25,65586,Senior Engineer,1995-05-22,9999-01-01
241204,Fumitake,Dehkordi,M,1986-01-29,40000,Senior Engineer,1986-01-29,9999-01-01
210216,Fumitake,Feldmann,M,1985-12-16,40000,Senior Engineer,1991-12-16,9999-01-01
449117,Fumitake,Genin,F,1987-04-29,76181,Senior Staff,1993-04-28,9999-01-01
434760,Fumitake,Gill,F,1988-07-18,40000,Engineer,1998-05-31,9999-01-01
275431,Fumitake,Gomatam,M,1987-08-20,40000,Engineer,1998-05-25,9999-01-01
461997,Fumitake,Hempstead,F,1985-06-23,60753,Senior Staff,1996-01-25,9999-01-01
74056,Fumitake,Ishibashi,M,1986-07-26,49164,Engineer,1997-03-28,9999-01-01
269205,Fumitake,Junet,M,1985-09-27,63958,Senior Staff,1991-09-27,9999-01-01
40946,Fumitake,Mahmud,F,1987-03-14,46334,Engineer,1996-03-13,9999-01-01
81440,Fumitake,Melski,F,1985-03-09,40000,Senior Engineer,1993-03-09,9999-01-01
222512,Fumitake,Murtafg,F,1986-06-05,40000,Staff,1998-11-09,9999-01-01
454750,Fumitake,Naudin,M,1986-01-02,40000,Senior Engineer,1991-01-02,9999-01-01
80981,Fumitake,Niizuma,M,1986-05-30,40000,Assistant Engineer,1993-11-18,9999-01-01
12726,Fumitake,Panwar,M,1988-09-04,61177,Senior Engineer,1994-05-19,9999-01-01
41917,Fumitake,Schlumberger,F,1986-03-02,69069,Senior Staff,1993-09-04,9999-01-01
210931,Fumitake,Slutz,F,1985-02-07,70540,Senior Staff,1999-06-12,9999-01-01
453541,Fumitake,Stasinski,F,1986-09-21,40000,Senior Engineer,1992-09-20,9999-01-01
51806,Fumitake,Tasistro,M,1985-07-02,80455,Staff,1996-09-30,9999-01-01
283052,Fumitake,Tempesti,M,1987-02-06,40000,Senior Engineer,1996-02-06,9999-01-01
464151,Fumitake,Zumaque,M,1986-08-14,44990,Senior Staff,1986-08-14,9999-01-01
70565,Fumiya,Bergere,M,1985-03-27,71073,Senior Engineer,1995-04-14,9999-01-01
263147,Fumiya,Broomell,M,1987-05-26,50029,Senior Engineer,2001-04-09,9999-01-01
86674,Fumiya,Candan,F,1985-05-25,40000,Senior Staff,2002-04-16,9999-01-01
496055,Fumiya,Delgrande,F,1986-08-04,46884,Senior Staff,1992-08-03,9999-01-01
443909,Fumiya,Detkin,M,1987-03-29,50330,Senior Staff,1997-07-30,9999-01-01
435810,Fumiya,Deyuan,F,1987-04-26,53293,Senior Engineer,1992-04-25,9999-01-01
102187,Fumiya,Eickenmeyer,F,1988-11-23,51190,Senior Staff,2001-09-07,9999-01-01
407435,Fumiya,Ellozy,M,1987-05-20,40000,Senior Engineer,1995-05-20,9999-01-01
275435,Fumiya,Gluchowski,M,1986-02-11,54675,Senior Staff,1989-04-03,9999-01-01
233649,Fumiya,Gustavson,M,1988-02-01,40000,Senior Staff,2000-01-14,9999-01-01
26106,Fumiya,Halevi,F,1986-04-21,49105,Staff,1997-04-29,9999-01-01
240260,Fumiya,Herber,F,1985-03-23,55067,Senior Staff,1985-03-23,9999-01-01
209544,Fumiya,Kobuchi,M,1985-07-09,40693,Senior Engineer,1990-07-09,9999-01-01
258927,Fumiya,Kragelund,M,1988-09-15,62580,Senior Staff,1996-09-15,9999-01-01
51691,Fumiya,Lagarias,F,1986-07-23,60477,Technique Leader,1986-07-23,9999-01-01
216885,Fumiya,Leuchs,F,1985-04-27,42578,Senior Engineer,1994-06-04,9999-01-01
229092,Fumiya,Morrin,F,1987-01-03,40301,Engineer,1998-07-10,9999-01-01
414772,Fumiya,Raney,M,1985-11-05,40000,Technique Leader,1985-11-05,9999-01-01
485757,Fumiya,Ratnaker,M,1987-06-25,55751,Senior Engineer,1993-11-14,9999-01-01
87504,Fumiya,Takanami,M,1988-11-14,41444,Senior Engineer,2000-11-13,9999-01-01
494366,Fumiya,Taubenfeld,M,1986-10-19,40000,Senior Engineer,1996-09-18,9999-01-01
282129,Fumiya,Varman,M,1987-03-15,40000,Senior Staff,1993-03-14,9999-01-01
407537,Fumiya,Walston,F,1988-01-19,69408,Senior Engineer,1994-01-18,9999-01-01
229317,Fumiya,Wegerle,M,1985-06-05,47951,Senior Engineer,1991-06-05,9999-01-01
268740,Fumiya,Zhang,M,1987-03-09,69425,Senior Engineer,1996-03-08,9999-01-01
277029,Fumiyo,Bade,F,1985-09-21,40000,Staff,1996-11-04,9999-01-01
410117,Fumiyo,Beausoleil,F,1988-12-21,79540,Staff,1998-11-17,9999-01-01
237724,Fumiyo,Birch,F,1986-08-22,40000,Senior Staff,1992-08-21,9999-01-01
453278,Fumiyo,Camurati,F,1987-08-07,40000,Senior Staff,1996-08-06,9999-01-01
202727,Fumiyo,Constantine,M,1985-06-23,57828,Senior Engineer,1990-06-23,9999-01-01
49619,Fumiyo,Cools,F,1986-08-26,63421,Senior Engineer,1995-08-26,9999-01-01
281760,Fumiyo,Cronau,F,1985-02-03,76683,Senior Staff,1993-02-03,9999-01-01
419296,Fumiyo,Delgrande,M,1985-08-24,40000,Technique Leader,1985-08-24,9999-01-01
446380,Fumiyo,Egerstedt,F,1986-05-25,40000,Staff,1998-11-05,9999-01-01
424157,Fumiyo,Felder,M,1986-03-07,40000,Senior Staff,1986-03-07,9999-01-01
62930,Fumiyo,Flanders,F,1985-04-18,41842,Senior Engineer,1990-04-18,9999-01-01
296906,Fumiyo,Gips,F,1988-04-12,62370,Senior Staff,1997-04-12,9999-01-01
50828,Fumiyo,Henders,F,1986-06-02,40000,Senior Engineer,1988-01-02,9999-01-01
203198,Fumiyo,Hertweck,M,1986-12-28,44606,Senior Engineer,1986-12-28,9999-01-01
18866,Fumiyo,Hettesheimer,M,1988-12-27,56470,Assistant Engineer,1997-04-10,9999-01-01
96534,Fumiyo,Leslie,F,1986-08-27,40000,Senior Engineer,1991-08-27,9999-01-01
40597,Fumiyo,Limongiello,M,1986-07-11,49354,Senior Engineer,1991-07-11,9999-01-01
76250,Fumiyo,Linnainmaa,F,1987-03-03,40000,Engineer,2000-03-06,9999-01-01
439927,Fumiyo,Manders,F,1985-10-09,63757,Senior Engineer,1996-12-10,9999-01-01
280764,Fumiyo,Minakawa,M,1986-05-05,48294,Senior Engineer,1994-01-02,9999-01-01
480199,Fumiyo,Msuda,M,1987-02-22,54960,Senior Staff,1996-09-16,9999-01-01
261526,Fumiyo,Munro,M,1985-03-09,74610,Senior Staff,1991-04-10,9999-01-01
36760,Fumiyo,Norsworthy,M,1985-07-14,77750,Senior Engineer,1999-07-15,9999-01-01
469894,Fumiyo,Pargas,M,1986-07-13,90459,Senior Engineer,1994-04-22,9999-01-01
102292,Fumiyo,Peltason,M,1987-10-28,61172,Technique Leader,1987-10-28,9999-01-01
238078,Fumiyo,Peroz,M,1985-06-14,61433,Senior Engineer,1993-06-14,9999-01-01
410798,Fumiyo,Plumb,M,1986-10-02,51953,Senior Engineer,2002-04-16,9999-01-01
417548,Fumiyo,Schaap,M,1988-03-17,40000,Senior Staff,1994-03-17,9999-01-01
273329,Fumiyo,Scharstein,M,1988-03-20,65915,Staff,1999-04-29,9999-01-01
90059,Fumiyo,Setia,M,1988-10-20,60521,Senior Engineer,1995-10-21,9999-01-01
431441,Fumiyo,Sinicrope,M,1987-10-26,41989,Staff,1998-01-21,9999-01-01
475654,Fumiyo,Tibblin,F,1988-10-31,40000,Senior Engineer,1988-10-31,9999-01-01
238056,Fumiyo,Vakili,M,1986-07-20,54771,Senior Staff,1993-07-20,9999-01-01
88825,Fun,Alvarado,M,1986-08-05,64077,Staff,1998-10-22,9999-01-01
235601,Fun,Angel,F,1987-10-16,40000,Senior Engineer,1993-10-15,9999-01-01
260144,Fun,Baja,M,1985-04-22,43141,Senior Staff,1994-07-06,9999-01-01
239648,Fun,Birsak,F,1985-07-09,81152,Senior Staff,2002-02-26,9999-01-01
265550,Fun,Bottner,M,1986-04-02,81632,Staff,1996-07-09,9999-01-01
202971,Fun,Dayana,M,1986-04-10,66932,Senior Staff,1986-04-10,9999-01-01
447750,Fun,Engberts,M,1987-01-10,40000,Senior Engineer,1989-04-29,9999-01-01
232289,Fun,Farrag,M,1988-10-25,66678,Senior Engineer,2002-01-27,9999-01-01
261272,Fun,Gopalakrishnan,M,1987-05-01,40000,Senior Engineer,1993-04-30,9999-01-01
299012,Fun,Hofstetter,M,1987-05-21,40000,Senior Staff,1992-05-20,9999-01-01
265936,Fun,Kawashimo,M,1987-06-28,70349,Senior Staff,1998-10-13,9999-01-01
496868,Fun,Klyachko,F,1988-05-15,79032,Staff,1998-03-14,9999-01-01
44148,Fun,Marchesini,F,1985-03-15,40000,Senior Staff,1988-12-06,9999-01-01
452093,Fun,Menhoudj,M,1986-01-11,58624,Senior Engineer,2002-04-02,9999-01-01
283062,Fun,Naumovich,M,1987-04-09,40000,Senior Engineer,1998-08-29,9999-01-01
489499,Fun,Nicolson,F,1986-01-14,86786,Senior Engineer,1991-01-14,9999-01-01
59242,Fun,Peak,M,1987-03-04,65859,Senior Staff,2002-05-19,9999-01-01
483448,Fun,Peternell,M,1985-08-14,56009,Senior Engineer,1995-09-11,9999-01-01
78794,Fun,Rajaraman,M,1986-11-05,61536,Senior Staff,1993-11-05,9999-01-01
450457,Fun,Ranka,M,1987-04-23,83172,Senior Staff,1991-11-04,9999-01-01
32158,Fun,Ranta,F,1988-04-23,40000,Senior Engineer,1995-04-24,9999-01-01
492303,Fun,Reistad,F,1988-09-09,80867,Staff,1999-09-24,9999-01-01
60890,Fun,Schnabel,F,1985-10-29,40000,Engineer,1995-04-18,9999-01-01
274624,Fun,Serna,F,1988-12-03,52377,Technique Leader,1991-02-19,9999-01-01
282578,Fun,Servi,F,1985-06-22,43084,Senior Staff,1993-02-05,9999-01-01
279436,Fun,Setiz,M,1985-08-03,50146,Senior Engineer,1985-08-03,9999-01-01
263583,Fun,Speel,M,1985-12-20,40000,Senior Engineer,1992-12-20,9999-01-01
92338,Fun,Verspoor,M,1985-05-17,40000,Senior Engineer,1995-01-25,9999-01-01
435313,Fun,Vitiello,M,1988-11-09,48857,Senior Staff,1988-11-09,9999-01-01
297900,Fuqing,Bala,M,1986-01-15,43928,Staff,1998-01-31,9999-01-01
250225,Fuqing,Beerel,M,1987-10-23,50176,Senior Engineer,1992-06-20,9999-01-01
19035,Fuqing,Bellone,F,1988-03-15,45728,Senior Engineer,1997-03-15,9999-01-01
202539,Fuqing,Brookman,M,1987-10-15,40000,Engineer,1999-04-24,9999-01-01
286169,Fuqing,Chleq,M,1987-01-30,57140,Senior Engineer,2001-09-20,9999-01-01
37164,Fuqing,Coney,M,1986-04-13,46579,Senior Engineer,1996-04-12,9999-01-01
36223,Fuqing,Cooley,F,1988-10-15,42949,Senior Engineer,2002-02-25,9999-01-01
439887,Fuqing,Dusink,M,1988-05-03,71929,Senior Staff,1995-09-27,9999-01-01
444697,Fuqing,Emden,F,1986-06-02,48896,Senior Engineer,1996-04-25,9999-01-01
470018,Fuqing,Erez,M,1987-06-30,76855,Staff,1999-05-30,9999-01-01
280179,Fuqing,Flexer,M,1986-12-23,42672,Senior Staff,1993-12-23,9999-01-01
459813,Fuqing,Giveon,F,1988-06-13,64066,Senior Engineer,1997-07-12,9999-01-01
